gene_id,SEQ_ID,FEAT_TYPE,FUNCTION,DESCRIPTION,COMMENTS,ACCESSION,MAPLOC,gene,WT_1,WT_2,WT_3,512_1,512_2,512_3
b2175,TI83333S002104,CDS,putative lipoprotein,suppresses thermosensitivity of prc mutants at low osmolality (lipoprotein); go_component: inner membrane [goid 0019866],"Escherichia coli K12, complete genome.",NC_000913,2268001-2268567,b2175,13.55278046,13.5454255,13.6401498,13.22941318,13.21554203,12.84893318
b2176,TI83333S002105,CDS,putative membrane protein involved in resistance to lambda and N4 phages,,"Escherichia coli K12, complete genome.",NC_000913,2268748-2270304,b2176,11.51440155,11.63907176,11.34237801,11.62108813,11.56032443,11.40634324
b2177,TI83333S002106,CDS,"putative oligopeptide transport protein (ABC superfamily, peri_bind)",EcoGene suggests alternate start codon; go_component: periplasmic space [goid 0042597],"Escherichia coli K12, complete genome.",NC_000913,2270380-2272200,b2177,11.14498639,10.91956691,11.1009761,11.21444825,11.30588139,11.33332018
b2178,TI83333S002107,CDS,"putative oligopeptide transport protein (ABC superfamily, membrane)",putative transport system permease protein; go_component: inner membrane [goid 0019866],"Escherichia coli K12, complete genome.",NC_000913,2272201-2273295,b2178,10.44791441,10.43001798,10.35770036,10.57668453,10.74459763,10.60608311
b2179,TI83333S002108,CDS,"putative oligopeptide transport protein (ABC superfamily, membrane)",putative transport system permease protein; go_component: inner membrane [goid 0019866],"Escherichia coli K12, complete genome.",NC_000913,2273295-2274320,b2179,9.385449201,9.587716674,9.094217586,9.560729844,9.558125256,9.15180391
b2180,TI83333S002109,CDS,putative ATP-binding component of a transport system,"putative oligopeptide transport protein (ABC superfamily, atp_bind); go_component: cytoplasm [goid 0005737]","Escherichia coli K12, complete genome.",NC_000913,2274322-2275911,b2180,10.20061956,10.40536063,10.06673784,10.69537963,10.52137132,10.34662514
b2181,TI83333S002110,CDS,hypothetical protein,,"Escherichia coli K12, complete genome.",NC_000913,2275915-2276259,b2181,11.78373752,12.46580604,11.34461319,12.35405782,12.01342446,12.04016496
b2182,TI83333S002111,CDS,bicyclomycin resistance protein; transmembrane protein,bicyclomycin/multidrug transport protein (MFS family); go_component: inner membrane [goid 0019866]; go_process: response to drug [goid 0042493],"Escherichia coli K12, complete genome.",NC_000913,2276592-2277782,b2182,11.43989253,11.60494254,11.2680605,11.69609236,11.78917414,11.35193208
b2183,TI83333S002112,CDS,16S pseudouridylate 516 synthase,16S rRNA pseudouridylate 516 synthase; go_component: cytosolic ribosome (sensu Bacteria) [goid 0009281]; go_component: cytoplasm [goid 0005737]; go_process: RNA modification [goid 0009451],"Escherichia coli K12, complete genome.",NC_000913,2277810-2278505,b2183,13.63343661,13.5998641,13.5149811,13.68772342,13.85054983,13.52436602
b2184,TI83333S002113,CDS,putative ATP-dependent helicase,,"Escherichia coli K12, complete genome.",NC_000913,2278654-2280414,b2184,9.376324687,9.696701934,9.388183976,9.996631773,9.704274681,10.01108985
b2185,TI83333S002114,CDS,50S ribosomal protein L25,go_component: cytosolic ribosome (sensu Bacteria) [goid 0009281]; go_component: cytoplasm [goid 0005737]; go_function: structural constituent of ribosome [goid 0003735]; go_process: protein biosynthesis [goid 0006412],"Escherichia coli K12, complete genome.",NC_000913,2280539-2280823,b2185,16.14934815,16.11880906,16.02581368,15.64971639,15.21805488,15.52514331
b2186,TI83333S002115,CDS,nucleoid-associated protein NdpA,go_component: cytoplasm [goid 0005737],"Escherichia coli K12, complete genome.",NC_000913,2280962-2281969,b2186,11.74190837,12.02487577,11.59768745,11.96114301,11.79004138,11.58409198
b2187,TI83333S002116,CDS,hypothetical protein,,"Escherichia coli K12, complete genome.",NC_000913,2282151-2282378,b2187,12.59437298,12.75908723,12.47564304,12.68506757,12.42962211,12.46555358
b2188,TI83333S002117,CDS,putative phopshatase/sulphatase,putative sulfatase,"Escherichia coli K12, complete genome.",NC_000913,2282398-2284158,b2188,11.50692016,11.88762643,11.42271564,11.87804879,11.63979912,11.4355387
b2190,TI83333S002118,CDS,putative ATP-binding component of a transport system,putative outer membrane protein; go_component: external outer membrane (sensu Gram-negative Bacteria) [goid 0009279],"Escherichia coli K12, complete genome.",NC_000913,2284412-2286922,b2190,10.87904969,10.78157356,10.85928571,11.12724945,11.20420426,11.29978189
b2191,TI83333S002119,CDS,unknown CDS,,"Escherichia coli K12, complete genome.",NC_000913,2286927-2287049,b2191,6.756782555,6.78771341,6.97897243,6.86030021,6.909269503,6.902963465
b2192,TI83333S002120,CDS,IS5 protein,IS5 transposase,"Escherichia coli K12, complete genome.",NC_000913,2287087-2288103,b2192,14.45683032,14.6821179,14.43616015,14.45670773,14.27723115,14.53944206
b2193,TI83333S002121,CDS,nitrate/nitrite response regulator (sensor NarQ),"response regulator in two-component regulatory system with NarQ (or NarX), regulates anaerobic respiratory gene expression; go_component: cytoplasm [goid 0005737]; go_function: transcriptional activator activity [goid 0016563]; go_function: transcriptional repressor activity [goid 0016564]; go_process: anaerobic respiration [goid 0009061]; go_process: transcription [goid 0006350]","Escherichia coli K12, complete genome.",NC_000913,2288522-2289169,b2193,11.92310596,11.72470024,12.01469843,12.03361791,12.20731396,12.10040676
b2194,TI83333S002122,CDS,possible subunit of heme lyase,"putative heme lyase subunit, cytochrome c-type biogenesis; go_component: inner membrane [goid 0019866]; go_process: cytochrome biogenesis [goid 0017004]; go_process: protein folding [goid 0006457]","Escherichia coli K12, complete genome.",NC_000913,2289380-2290432,b2194,10.37285503,10.21363961,10.19333737,10.62809524,10.72546097,10.67131852
b2195,TI83333S002123,CDS,heme lyase/disulfide oxidoreductase (thiol:disulfide interchange protein),"heme lyase/disulfide oxidoreductase, cytochrome c-type biogenesis; go_component: inner membrane [goid 0019866]; go_process: cytochrome biogenesis [goid 0017004]; go_process: protein folding [goid 0006457]","Escherichia coli K12, complete genome.",NC_000913,2290429-2290986,b2195,10.83565632,10.79798936,10.68988111,11.00641537,11.1876673,11.04250564
b2196,TI83333S002124,CDS,cytochrome c-type biogenesis protein,go_component: inner membrane [goid 0019866]; go_process: cytochrome biogenesis [goid 0017004],"Escherichia coli K12, complete genome.",NC_000913,2290983-2292926,b2196,10.30920149,10.330701,10.16864497,10.49134744,10.48631652,10.24315386
b2197,TI83333S002125,CDS,"cytochrome c biogenesis, possible subunit of a heme lyase",periplasmic heme-dependent peroxidase; go_component: inner membrane [goid 0019866]; go_process: cytochrome biogenesis [goid 0017004]; go_process: protein folding [goid 0006457],"Escherichia coli K12, complete genome.",NC_000913,2292923-2293402,b2197,11.00300788,10.86753058,10.84550467,11.10467894,11.10028393,10.98719673
b2198,TI83333S002126,CDS,heme exporter protein C,"heme exporter protein C, cytochrome c-type biogenesis protein; go_component: inner membrane [goid 0019866]; go_process: cytochrome biogenesis [goid 0017004]; go_process: protein folding [goid 0006457]","Escherichia coli K12, complete genome.",NC_000913,2293399-2293608,b2198,11.54390357,11.35780785,11.36676506,11.50532808,11.61046733,11.64740413
b2199,TI83333S002127,CDS,"heme export protein (ABC superfamily, membrane)",heme exporter protein C; go_component: inner membrane [goid 0019866]; go_process: cytochrome biogenesis [goid 0017004]; go_process: protein folding [goid 0006457],"Escherichia coli K12, complete genome.",NC_000913,2293605-2294342,b2199,9.332921535,9.321572755,9.399876397,9.552143165,9.87731713,9.715516733
b2200,TI83333S002128,CDS,"heme export protein (ABC superfamily, membrane)","heme exporter protein B, cytochrome c-type biogenesis protein; go_component: inner membrane [goid 0019866]; go_process: cytochrome biogenesis [goid 0017004]; go_process: protein folding [goid 0006457]","Escherichia coli K12, complete genome.",NC_000913,2294384-2295046,b2200,9.995821423,9.734804831,10.12451876,10.23683178,10.4323611,10.53006199
b2201,TI83333S002129,CDS,ATP binding protein of heme exporter A,"EcoGene suggests alternate start codon; heme export protein (ABC superfamily, atp_bind); go_component: cytoplasm [goid 0005737]; go_process: cytochrome biogenesis [goid 0017004]; go_process: protein folding [goid 0006457]","Escherichia coli K12, complete genome.",NC_000913,2295043-2295660,b2201,9.905359851,9.774231837,10.30324265,10.74583239,10.84171134,10.98351244
b2202,TI83333S002130,CDS,cytochrome c-type protein,"periplasmic nitrate reductase, cytochrome c-type protein; go_component: inner membrane [goid 0019866]; go_function: electron acceptor activity [goid 0009054]; go_process: anaerobic respiration [goid 0009061]; go_process: cytochrome biogenesis [goid 0017004]","Escherichia coli K12, complete genome.",NC_000913,2295679-2296281,b2202,10.73363347,10.43154843,10.92444303,11.42420863,11.86311867,11.70990099
b2203,TI83333S002131,CDS,cytochrome c-type protein,"EcoGene suggests alternate start codon; periplasmic nitrate reductase, small subunit, cytochrome C550, in complex with NapA; go_component: periplasmic space [goid 0042597]; go_function: electron acceptor activity [goid 0009054]; go_process: anaerobic respiration [goid 0009061]; go_process: cytochrome biogenesis [goid 0017004]","Escherichia coli K12, complete genome.",NC_000913,2296291-2296761,b2203,9.731803839,9.637720956,9.791615258,10.18919302,10.53723047,10.56243778
b2204,TI83333S002132,CDS,quinol dehydrogenase membrane component,part of NapHG quinol dehydrogenase; couples electron transfer from ubiquinone-ubiquinol couple via NapC/B to NapA; go_function: electron carrier activity [goid 0009055]; go_process: anaerobic respiration [goid 0009061],"Escherichia coli K12, complete genome.",NC_000913,2296737-2297600,b2204,11.57224144,11.40106507,11.58676457,11.8195836,12.01710596,12.10225624
b2205,TI83333S002133,CDS,quinol dehydrogenase periplasmic component,part of NapHG quinol dehydrogenase; couples electron transfer from ubiquinone-ubiquinol couple via NapC/B to NapA; secreted by twin arginine translocation pathway; go_function: electron carrier activity [goid 0009055]; go_process: anaerobic respiration [goid 0009061],"Escherichia coli K12, complete genome.",NC_000913,2297587-2298282,b2205,11.18408455,11.03621427,11.14868306,11.43098926,11.51600725,11.617799
b2206,TI83333S002134,CDS,"periplasmic nitrate reductase, large subunit, in complex with NapB",probable nitrate reductase 3; go_component: periplasmic space [goid 0042597]; go_function: electron acceptor activity [goid 0009054]; go_process: anaerobic respiration [goid 0009061],"Escherichia coli K12, complete genome.",NC_000913,2298289-2300775,b2206,11.94675024,11.76348335,12.43154371,12.60573776,12.92782923,13.18972275
b2207,TI83333S002135,CDS,periplasmic nitrate reductase assembly protein,go_component: periplasmic space [goid 0042597]; go_process: anaerobic respiration [goid 0009061]; go_process: protein modification [goid 0006464],"Escherichia coli K12, complete genome.",NC_000913,2300772-2301035,b2207,12.15746983,11.97262099,12.76030098,12.654263,12.87835346,12.98142527
b2208,TI83333S002136,CDS,"Fe-S ferredoxin-type protein, electron transfer",ferredoxin-type protein: electron transfer; go_function: electron carrier activity [goid 0009055]; go_process: anaerobic respiration [goid 0009061],"Escherichia coli K12, complete genome.",NC_000913,2301025-2301519,b2208,12.53512726,12.29619842,13.03382189,12.99943246,13.11849179,13.27703101
b2209,TI83333S002137,CDS,ecotin precursor,go_component: periplasmic space [goid 0042597],"Escherichia coli K12, complete genome.",NC_000913,2301927-2302415,b2209,11.70462519,11.39936342,11.94530791,11.87881408,12.03061438,12.33799263
b2210,TI83333S002138,CDS,malate:quinone oxidoreductase,go_process: tricarboxylic acid cycle [goid 0006099],"Escherichia coli K12, complete genome.",NC_000913,2303130-2304776,b2210,12.30079396,12.82039797,11.60580317,12.84104039,12.09255939,11.50989371
b2211,TI83333S002139,CDS,putative ATP-binding component of a transport system,"putative transport proteins (ABC superfamily, membrane (N-terminal), atp_bind (C-terminal)); go_component: inner membrane [goid 0019866]","Escherichia coli K12, complete genome.",NC_000913,2304994-2306637,b2211,10.80213705,11.06521217,10.85789372,10.89485966,10.78785825,10.56783537
b2212,TI83333S002140,CDS,DNA repair system specific for alkylated DNA,go_component: cytoplasm [goid 0005737]; go_process: DNA repair [goid 0006281],"Escherichia coli K12, complete genome.",NC_000913,2306713-2307363,b2212,10.44320576,10.30738202,10.6063734,10.51236115,10.57580222,10.82215904
b2213,TI83333S002141,CDS,O6-methylguanine-DNA methyltransferase; transcription activator/repressor,bifunctional: transcriptional regulator of DNA repair (AraC/Xyl family) (N-terminal); O6-methylguanine-DNA methyltransferase; go_component: cytoplasm [goid 0005737]; go_function: transcriptional activator activity [goid 0016563]; go_function: transcriptional repressor activity [goid 0016564]; go_process: DNA repair [goid 0006281]; go_process: transcription [goid 0006350],"Escherichia coli K12, complete genome.",NC_000913,2307363-2308427,b2213,10.72834577,10.69477839,10.88138735,10.85078574,10.99755501,11.00512947
b2214,TI83333S002142,CDS,putative thiamine biosynthesis lipoprotein,go_process: thiamin biosynthesis [goid 0009228],"Escherichia coli K12, complete genome.",NC_000913,2308501-2309556,b2214,10.29425179,10.28558164,10.15743222,10.56623458,10.53040552,10.68844998
b2215,TI83333S002143,CDS,outer membrane pore protein 1b (Ib;c),outer membrane protein 1b (Ib;c); go_component: external outer membrane (sensu Gram-negative Bacteria) [goid 0009279],"Escherichia coli K12, complete genome.",NC_000913,2309668-2310771,b2215,16.98944844,16.87539757,17.10284773,17.09827225,17.0647891,17.2300958
b2216,TI83333S002144,CDS,putative 2-component sensor protein,putative sensory histidine kinase associated with the RcsBC two-component regulatory system; go_process: protein modification [goid 0006464],"Escherichia coli K12, complete genome.",NC_000913,2311510-2314182,b2216,12.04075417,12.26028714,11.90671654,12.26824389,12.20927703,12.17482941
b2217,TI83333S002145,CDS,"positive response regulator for colanic capsule biosynthesis, (sensor, RcsC)","response regulator (positive) in two-component regulatory system with RcsC, regulates capsule biosynthesis, cell division genes, OsmC expression (LuxR/UhpA familiy); go_component: capsule (sensu Bacteria) [goid 0030113]; go_component: cytoplasm [goid 0005737]; go_function: transcriptional activator activity [goid 0016563]; go_function: transcriptional repressor activity [goid 0016564]; go_function: cell surface antigen activity, host-interacting [goid 0042280]; go_process: colanic acid biosynthesis [goid 0009242]; go_process: transcription [goid 0006350]","Escherichia coli K12, complete genome.",NC_000913,2314199-2314849,b2217,15.24178751,15.16962641,15.21918137,15.4056563,15.49297,15.47610305
b2218,TI83333S002146,CDS,"hybrid sensory histidine kinase in two-component regulatory system with RcsB, regulates capsule biosynthesis, cell division genes, OsmC expression","EcoGene suggests alternate start codon; sensor for ctr capsule biosynthesis, probable histidine kinase acting on RcsB; go_component: capsule (sensu Bacteria) [goid 0030113]; go_component: inner membrane [goid 0019866]; go_function: cell surface antigen activity, host-interacting [goid 0042280]; go_process: colanic acid biosynthesis [goid 0009242]; go_process: protein modification [goid 0006464]","Escherichia coli K12, complete genome.",NC_000913,2315049-2317850,b2218,11.4077035,11.68148637,11.22534762,11.64399055,11.57141004,11.24039915
