gene_id,SEQ_ID,FEAT_TYPE,FUNCTION,DESCRIPTION,COMMENTS,ACCESSION,MAPLOC,gene,WT_1,WT_2,WT_3,WT_amox_1,WT_amox_2,WT_amox_3
b2545,TI83333S002463,CDS,"putative dehydrogenase, NAD(P)-binding",EcoGene suggests alternate start codon; putative oxidoreductase,"Escherichia coli K12, complete genome.",NC_000913,2672722-2673816,b2545,11.63142781,11.45790878,11.54840406,11.66764499,11.54137934,11.58407699
b2546,TI83333S002464,CDS,"putative sugar transport protein (ABC superfamily, membrane)",putative transport system permease protein; go_component: inner membrane [goid 0019866],"Escherichia coli K12, complete genome.",NC_000913,2673849-2674847,b2546,10.2491649,10.17526693,10.21587501,10.20082645,10.21604066,10.30014385
b2547,TI83333S002465,CDS,putative ATP-binding component of a transport system,"putative transport protein (ABC superfamily, atp_bind); go_component: cytoplasm [goid 0005737]","Escherichia coli K12, complete genome.",NC_000913,2674872-2676383,b2547,8.411548003,8.320392138,8.299967287,8.377369131,8.321217873,8.447313126
b2548,TI83333S002466,CDS,putative LACI-type transcriptional regulator,"putative transport protein (ABC superfamily, peri_bind); go_component: periplasmic space [goid 0042597]","Escherichia coli K12, complete genome.",NC_000913,2676406-2677389,b2548,9.49113819,9.390641814,9.325593272,9.502435701,9.379020418,9.602752345
b2549,TI83333S002467,CDS,putative transferase,EcoGene suggests alternate start codon,"Escherichia coli K12, complete genome.",NC_000913,2677486-2680860,b2549,8.923124889,8.732685511,8.751710619,8.792529444,8.776269012,8.846985324
b2550,TI83333S002468,CDS,putative NAGC-like transcriptional regulator,"EcoGene suggests alternate start codon; putative transcriptional repressor (NagC/XylR (ROK) family); go_process: regulation of transcription, DNA-dependent [goid 0006355]","Escherichia coli K12, complete genome.",NC_000913,2680879-2682078,b2550,10.04651523,9.848824866,10.21133154,10.08787039,9.912572463,9.923740026
b2551,TI83333S002469,CDS,serine hydroxymethyltransferase,"catalyzes the reaction of glycine with 5,10-methylenetetrahydrofolate to form L-serine and tetrahydrofolate; go_component: cytoplasm [goid 0005737]; go_process: amino acid catabolism [goid 0009063]; go_process: glycine biosynthesis [goid 0006545]; go_process: folic acid biosynthesis [goid 0046656]; go_process: 10-formyltetrahydrofolate biosynthesis [goid 0009257]","Escherichia coli K12, complete genome.",NC_000913,2682276-2683529,b2551,15.84487875,15.8618845,15.62993703,15.67875739,15.99479243,15.94027468
b2552,TI83333S002470,CDS,"dihydropteridine reductase, ferrisiderophore reductase activity",multifunctional: nitric oxide dioxygenase; dihydropteridine reductase 2; ferrisiderophore reductase,"Escherichia coli K12, complete genome.",NC_000913,2683857-2685047,b2552,10.01057723,9.993063267,9.985219835,10.05540885,9.948156805,9.908591836
b2553,TI83333S002471,CDS,regulatory protein (P-II) for nitrogen assimilation by glutamine synthetase (ATase),regulatory protein P-II for glutamine synthetase; go_component: cytoplasm [goid 0005737]; go_process: glutamine biosynthesis [goid 0006542]; go_process: transcription [goid 0006350],"Escherichia coli K12, complete genome.",NC_000913,2685092-2685430,b2553,13.63607103,13.46903641,13.33006959,13.17658316,13.52065453,13.26720798
b2554,TI83333S002472,CDS,putative 2-component transcriptional regulator,putative response regulator in two-component regulatory system (EBP family); go_process: protein modification [goid 0006464],"Escherichia coli K12, complete genome.",NC_000913,2685491-2686825,b2554,11.22419736,11.31090268,10.95378117,10.9632978,11.39441443,11.48995744
b2555,TI83333S002473,CDS,putative alpha helix protein,,"Escherichia coli K12, complete genome.",NC_000913,2686815-2687528,b2555,12.06376507,12.08754856,12.12215256,11.99159388,12.30080307,12.21838808
b2556,TI83333S002474,CDS,putative 2-component sensor protein,EcoGene suggests alternate start codon; putative sensory kinase in regulatory system; go_process: protein modification [goid 0006464],"Escherichia coli K12, complete genome.",NC_000913,2687693-2689183,b2556,11.78557447,11.65182129,11.82261392,11.77331133,11.68876474,11.6995827
b2557,TI83333S002475,CDS,phosphoribosylformylglycinamidine synthase,catalyzes the formation of 2-(formamido)-N1-(5-phospho-D-ribosyl)acetamidine from N2-formyl-N1-(5-phospho-D-ribosyl)glycinamide and L-glutamine in purine biosynthesis; go_component: cytoplasm [goid 0005737]; go_process: purine nucleotide biosynthesis [goid 0006164],"Escherichia coli K12, complete genome.",NC_000913,2689678-2693565,b2557,13.36023181,13.52677229,13.38171082,13.30306681,13.48391959,13.61427462
b2558,TI83333S002476,CDS,putative periplasmic binding protein of transport system,putative periplasmic binding transport protein; go_component: periplasmic space [goid 0042597],"Escherichia coli K12, complete genome.",NC_000913,2693961-2695379,b2558,9.786100116,9.861088762,9.600926623,9.470365582,10.04882912,9.861963415
b2559,TI83333S002477,CDS,tRNA-specific adenosine deaminase,EcoGene suggests alternate start codon; go_process: RNA modification [goid 0009451],"Escherichia coli K12, complete genome.",NC_000913,2695376-2695912,b2559,12.36063985,12.19740084,12.326987,12.37444228,12.37228577,12.24570073
b2560,TI83333S002478,CDS,hypothetical protein,EcoGene suggests alternate start codon,"Escherichia coli K12, complete genome.",NC_000913,2695937-2696509,b2560,12.74831285,12.63748491,12.78888673,12.71823858,12.58097231,12.49079986
b2561,TI83333S002479,CDS,"putative transport protein (ABC superfamily, membrane)",EcoGene suggests alternate start codon; go_component: inner membrane [goid 0019866],"Escherichia coli K12, complete genome.",NC_000913,2696709-2697629,b2561,10.27683731,10.3509285,10.63375013,10.63084444,10.36940911,10.33543694
b2562,TI83333S002480,CDS,putative ferredoxin,go_function: electron carrier activity [goid 0009055],"Escherichia coli K12, complete genome.",NC_000913,2697685-2697945,b2562,11.5115674,10.87518664,11.34024857,11.36260528,11.15876784,10.87303033
b2563,TI83333S002481,CDS,4'-phosphopantetheinyl transferase,catalyzes the transfer of the 4'-phosphopantetheine moiety of coenzyme A to acyl-carrier protein; go_component: cytoplasm [goid 0005737],"Escherichia coli K12, complete genome.",NC_000913,2698640-2699020,b2563,14.23127079,13.86449541,14.23327043,14.23555689,13.85486293,13.85068617
b2564,TI83333S002482,CDS,pyridoxal phosphate biosynthetic protein,Involved in the de novo synthesis of pyridoxine (Vitamin B6); go_component: cytoplasm [goid 0005737]; go_process: pyridoxine biosynthesis [goid 0008615],"Escherichia coli K12, complete genome.",NC_000913,2699020-2699751,b2564,13.48724233,13.18650125,13.52166314,13.51279006,13.15088343,13.17513403
b2565,TI83333S002483,CDS,DNA repair protein RecO,Involved in DNA repair and recF pathway recombination; go_component: cytoplasm [goid 0005737]; go_process: DNA repair [goid 0006281]; go_process: DNA recombination [goid 0006310],"Escherichia coli K12, complete genome.",NC_000913,2699763-2700491,b2565,11.77626207,12.0728186,11.59582345,11.39834576,12.23240275,12.25338542
b2566,TI83333S002484,CDS,GTP-binding protein Era,essential protein in Escherichia coli that is involved in many cellular processes; GTPase; binds the cell membrane through apparent C-terminal domain; mutants are arrested during the cell cycle; Streptococcus pneumoniae Era binds to RNA and Escherichia col; go_process: cell cycle [goid 0007049],"Escherichia coli K12, complete genome.",NC_000913,2700503-2701408,b2566,12.87870347,13.38505362,12.77525603,12.75906205,13.62650478,13.50990181
b2567,TI83333S002485,CDS,ribonuclease III,cytoplasmic enzyme involved in processing rRNA and some mRNAs; substrates typically have dsRNA regions; forms a homodimer; have N-terminal nuclease and C-terminal RNA-binding domains; requires magnesium as preferred ion for activity; go_process: RNA catabolism [goid 0006401]; go_process: RNA catabolism [goid 0006401],"Escherichia coli K12, complete genome.",NC_000913,2701405-2702085,b2567,13.35364703,13.70442987,13.35190355,13.34757441,13.94935699,13.87027517
b2568,TI83333S002486,CDS,leader peptidase (signal peptidase I),"leader peptidase (signal peptidase I), serine protease; go_component: inner membrane [goid 0019866]","Escherichia coli K12, complete genome.",NC_000913,2702357-2703331,b2568,13.28309604,13.35109714,13.22256578,13.15246305,13.47813195,13.41490755
b2569,TI83333S002487,CDS,GTP-binding protein LepA,Binds to the ribosome on the universally-conserved alpha-sarcin loop; go_process: protein biosynthesis [goid 0006412],"Escherichia coli K12, complete genome.",NC_000913,2703347-2705146,b2569,13.4135446,13.72016052,13.34704843,13.37851773,13.81058886,13.79442153
b2570,TI83333S002488,CDS,regulator of sigma E (sigma 24) factor,"sigma-E factor, negative regulatory protein; go_component: inner membrane [goid 0019866]; go_process: transcription [goid 0006350]; go_process: response to starvation [goid 0042594]","Escherichia coli K12, complete genome.",NC_000913,2705344-2705823,b2570,11.43497037,11.7449852,11.3811431,11.39104453,12.19979057,12.0018604
b2571,TI83333S002489,CDS,periplasmic negative regulator of sigmaE,periplasmic protein; interacts with the C-terminal domain of RseA and stimulates RseA binding to sigmaE via the cytoplasmic RseA N-terminal domain which then sequesters sigmaE in the membrane thereby preventing sigmaE associated with core RNAP; go_component: cytoplasm [goid 0005737]; go_process: transcription [goid 0006350]; go_process: response to starvation [goid 0042594],"Escherichia coli K12, complete genome.",NC_000913,2705820-2706776,b2571,12.79773202,13.00005993,13.00090182,13.13516526,13.29978522,13.21490766
b2572,TI83333S002490,CDS,"anti sigma E (sigma 24) factor, negative regulator","sigma-E factor, negative regulatory protein; go_component: cytoplasm [goid 0005737]; go_process: transcription [goid 0006350]; go_process: response to temperature [goid 0009266]","Escherichia coli K12, complete genome.",NC_000913,2706776-2707426,b2572,14.91613081,14.80582232,15.10475527,15.17077422,15.11396182,15.17422571
b2573,TI83333S002491,CDS,RNA polymerase sigma-70 factor,DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates; go_component: cytoplasm [goid 0005737]; go_process: transcription [goid 0006350]; go_process: response to temperature [goid 0009266],"Escherichia coli K12, complete genome.",NC_000913,2707459-2708034,b2573,15.34393847,15.11536729,15.33600981,15.39799245,15.39111161,15.5006569
b2574,TI83333S002492,CDS,L-aspartate oxidase,catalyzes the formation of oxaloacetate from L-aspartate; go_process: nicotinamide adenine dinucleotide biosynthesis [goid 0009435],"Escherichia coli K12, complete genome.",NC_000913,2708442-2710064,b2574,12.75502884,12.77790738,12.53573933,12.72337652,12.9392099,12.9231139
b2575,TI83333S002493,CDS,putative enzyme,EcoGene suggests alternate start codon; putative methyltransferase,"Escherichia coli K12, complete genome.",NC_000913,2710049-2710906,b2575,9.627021268,10.0646005,9.628794283,9.477272379,10.55241267,10.1807276
b2576,TI83333S002494,CDS,ATP-dependent RNA helicase,go_component: cytosolic ribosome (sensu Bacteria) [goid 0009281]; go_component: cytoplasm [goid 0005737]; go_process: RNA modification [goid 0009451],"Escherichia coli K12, complete genome.",NC_000913,2710918-2712252,b2576,11.71425726,12.01110012,11.76522818,11.71552333,12.43025978,12.30067208
b2577,TI83333S002495,CDS,putative transcriptional regulator (LysR family),EcoGene suggests alternate start codon; putative transcriptional regulator LYSR-type; go_function: transcriptional activator activity [goid 0016563]; go_function: transcriptional repressor activity [goid 0016564]; go_process: transcription [goid 0006350],"Escherichia coli K12, complete genome.",NC_000913,2712461-2713387,b2577,10.3932247,10.37739257,10.46297901,10.39063645,10.41524695,10.38647916
b2578,TI83333S002496,CDS,putative transport protein,,"Escherichia coli K12, complete genome.",NC_000913,2713445-2714032,b2578,8.284994639,8.174055234,8.200139009,8.228474362,8.28595731,8.266164016
b2579,TI83333S002497,CDS,putative formate acetyltransferase,go_process: anaerobic respiration [goid 0009061],"Escherichia coli K12, complete genome.",NC_000913,2714088-2714471,b2579,16.97076895,16.58031092,16.99408643,17.10965643,16.06033319,16.10131972
b2580,TI83333S002498,CDS,uracil-DNA glycosylase,Excises uracil residues from the DNA which can arise as a result of misincorporation of dUMP residues by DNA polymerase or due to deamination of cytosine; go_component: cytoplasm [goid 0005737]; go_process: DNA repair [goid 0006281],"Escherichia coli K12, complete genome.",NC_000913,2714776-2715465,b2580,12.49563217,12.40927218,12.62541968,12.77924678,12.21565482,12.28340011
b2581,TI83333S002499,CDS,putative tRNA/rRNA methyltransferase,go_component: cytoplasm [goid 0005737]; go_process: RNA modification [goid 0009451],"Escherichia coli K12, complete genome.",NC_000913,2715513-2716550,b2581,13.36166377,13.25932893,13.31283195,13.35278906,13.34103544,13.33123833
b2582,TI83333S002500,CDS,putative thioredoxin-like protein,"thioredoxin 2, redox factor","Escherichia coli K12, complete genome.",NC_000913,2716757-2717176,b2582,11.50529183,11.67749264,11.26759881,11.20052949,11.91036552,11.6287555
b2583,TI83333S002501,CDS,hypothetical protein,EcoGene suggests alternate start codon,"Escherichia coli K12, complete genome.",NC_000913,2717221-2717943,b2583,10.12652468,10.40173217,9.997133826,9.920618588,10.55959608,10.39510266
b2584,TI83333S002502,CDS,"putative acyl-CoA synthetase, NAD(P)-binding, ATP-binding",,"Escherichia coli K12, complete genome.",NC_000913,2717975-2720635,b2584,11.39065857,11.38611226,11.82821385,11.62267724,11.21671995,11.23903284
b2585,TI83333S002503,CDS,phosphatidylserine synthase,catalyzes de novo synthesis of phosphatidylserine from CDP-diacylglycerol and L-serine which leads eventually to the production of phosphatidylethanolamine; bounds to the ribosome; go_component: inner membrane [goid 0019866]; go_process: phospholipid biosynthesis [goid 0008654],"Escherichia coli K12, complete genome.",NC_000913,2720746-2722104,b2585,13.42331118,13.46022284,13.42417357,13.43230199,13.39893775,13.33719036
b2586,TI83333S002504,CDS,hypothetical protein,EcoGene suggests alternate start codon,"Escherichia coli K12, complete genome.",NC_000913,2722201-2722473,b2586,10.20388745,10.05272998,10.06399429,10.02844112,10.06868376,10.13256531
b2587,TI83333S002505,CDS,alpha-ketoglutarate permease,alpha-ketoglutarate permease (MFS family); go_component: inner membrane [goid 0019866]; go_process: carbohydrate catabolism [goid 0016052],"Escherichia coli K12, complete genome.",NC_000913,2722470-2723768,b2587,14.9910032,15.37536493,14.47478671,14.34456988,15.59369345,15.51973691
b2592,TI83333S002506,CDS,"ATP-dependent protease, Hsp 100, part of multi-chaperone system with DnaK, DnaJ, and GrpE",heat shock protein; go_component: cytoplasm [goid 0005737]; go_process: protein folding [goid 0006457],"Escherichia coli K12, complete genome.",NC_000913,2729622-2732195,b2592,12.99920471,13.24965346,13.21966562,13.43837237,13.0368646,13.05374052
b2593,TI83333S002507,CDS,hypothetical protein,,"Escherichia coli K12, complete genome.",NC_000913,2732325-2733056,b2593,11.92764427,12.12100956,11.90970785,11.84505887,12.1538515,12.09844063
b2594,TI83333S002508,CDS,23S rRNA pseudouridine synthase,"pseudouridine synthase (pseudouridines 1911, 1915, 1917 in 23S RNA); go_component: cytoplasm [goid 0005737]; go_process: RNA modification [goid 0009451]","Escherichia coli K12, complete genome.",NC_000913,2733053-2734033,b2594,12.19159206,12.34275605,12.22467286,12.05329021,12.35827861,12.35831716
