gene_id,SEQ_ID,FEAT_TYPE,FUNCTION,DESCRIPTION,COMMENTS,ACCESSION,MAPLOC,gene,WT_amox_1,WT_amox_2,WT_amox_3,512_amox_1,512_amox_2,512_amox_3
b2782,TI83333S002686,CDS,"part of proteic killer gene system, putative growth inhibitor A","probable growth inhibitor, PemK-like, autoregulated","Escherichia coli K12, complete genome.",NC_000913,2908778-2909113,b2782,11.33188176,11.33478053,11.21771571,11.25704555,11.23607441,11.38530016
b2783,TI83333S002687,CDS,"part of proteic killer gene system, suppressor of inhibitory function of ChpA","suppressor of inhibitory function of ChpA, PemI-like, autoregulated","Escherichia coli K12, complete genome.",NC_000913,2909113-2909361,b2783,12.92725293,12.7384202,12.67563756,12.90620786,12.94899614,13.03922213
b2784,TI83333S002688,CDS,(p)ppGpp synthetase I (GTP pyrophosphokinase),"(p)ppGpp synthetase I (GTP pyrophosphokinase); regulation of RNA synthesis; stringent factor; go_component: cytosolic ribosome (sensu Bacteria) [goid 0009281]; go_component: cytoplasm [goid 0005737]; go_process: nucleobase, nucleoside and nucleotide interconversion [goid 0015949]","Escherichia coli K12, complete genome.",NC_000913,2909439-2911673,b2784,13.29689663,12.977939,12.98820405,13.42232579,13.36004955,13.4512119
b2785,TI83333S002689,CDS,23S rRNA (uracil-5-)-methyltransferase,transfers methyl group from SAM to 23S rRNA at position 1939 to form 5-methyl-uridine; binds iron-sulfur clusters; go_process: RNA modification [goid 0009451],"Escherichia coli K12, complete genome.",NC_000913,2911721-2913022,b2785,11.69975457,11.65273077,11.69433287,11.67604953,11.64517752,11.55412772
b2786,TI83333S002690,CDS,hybrid sensory histidine kinase in two-component regulatory system with UvrY,"sensor-regulator, activates OmpR by phophorylation; go_component: inner membrane [goid 0019866]; go_process: protein modification [goid 0006464]","Escherichia coli K12, complete genome.",NC_000913,2913079-2915835,b2786,10.43584436,10.4967495,10.50409966,10.24289741,10.34220249,10.30169526
b2787,TI83333S002691,CDS,(D)-glucarate dehydratase 1,(D)-glucarate epimerase; (L)-idarate dehydratase; (L)-idarate epimerase; go_process: carbohydrate catabolism [goid 0016052],"Escherichia coli K12, complete genome.",NC_000913,2916067-2917407,b2787,10.63689157,10.433912,10.6173778,10.65804791,10.83141797,10.81768798
b2788,TI83333S002692,CDS,putative (D)-glucarate dehydratase 2,go_process: carbohydrate catabolism [goid 0016052],"Escherichia coli K12, complete genome.",NC_000913,2917428-2918768,b2788,9.681440844,9.63572257,9.691296382,9.764561897,9.726731572,9.959289165
b2789,TI83333S002693,CDS,putative D-glucarate permease (MFS family),go_component: inner membrane [goid 0019866]; go_process: carbohydrate catabolism [goid 0016052],"Escherichia coli K12, complete genome.",NC_000913,2918770-2920122,b2789,8.465387886,8.437322324,8.581037235,8.657527163,8.75120161,8.691037372
b2790,TI83333S002694,CDS,flavodoxin,"An electron-transfer protein; flavodoxin binds one FMN molecule, which serves as a redox-active prosthetic group","Escherichia coli K12, complete genome.",NC_000913,2920557-2921006,b2790,11.88026032,11.85172651,11.73275561,12.14752056,12.10007728,12.17226333
b2791,TI83333S002695,CDS,pseudouridine synthase,,"Escherichia coli K12, complete genome.",NC_000913,2921024-2921806,b2791,10.34405314,11.10778714,11.02364295,10.52783223,10.51905912,10.48632
b2792,TI83333S002696,CDS,hypothetical protein,,"Escherichia coli K12, complete genome.",NC_000913,2921806-2922135,b2792,12.06565544,12.49198617,12.48619882,12.34451073,12.49672474,12.39080673
b2793,TI83333S002697,CDS,SecY interacting protein Syd,putative SecY regulator that either chelates excess SecY or negatively regulates the SecYE translocase function; go_component: cytoplasm [goid 0005737],"Escherichia coli K12, complete genome.",NC_000913,2922757-2923302,b2793,13.2588995,13.04232322,12.9659339,13.19959351,13.24125471,13.1224104
b2794,TI83333S002698,CDS,hypothetical protein,,"Escherichia coli K12, complete genome.",NC_000913,2923370-2924218,b2794,11.80357634,12.02685261,11.89464733,11.75557686,11.76941356,11.64965748
b2795,TI83333S002699,CDS,hypothetical protein,,"Escherichia coli K12, complete genome.",NC_000913,2924330-2925694,b2795,12.82605117,12.93433019,13.00801577,12.17188069,12.51243228,12.14455473
b2796,TI83333S002700,CDS,probable serine transporter,putative serine transport protein (HAAAP family); go_component: inner membrane [goid 0019866]; go_process: L-serine biosynthesis [goid 0006564],"Escherichia coli K12, complete genome.",NC_000913,2926251-2927540,b2796,9.978049156,10.43490478,10.34998672,10.35204648,10.35550951,10.24382335
b2797,TI83333S002701,CDS,L-serine deaminase 2,"L-serine dehydratase (deaminase), L-SD2; go_process: fatty acid oxidation [goid 0019395]; go_process: amino acid catabolism [goid 0009063]","Escherichia coli K12, complete genome.",NC_000913,2927598-2928965,b2797,10.02251967,10.29614656,10.23701437,10.25402809,10.22396513,10.10327684
b2798,TI83333S002702,CDS,exonuclease IX,has 3'-5' exonuclease activity that preferentially acts on ssDNA; also 3'-phosphodiesterase activity at sites with 3' incised apurinic/apyrimidinic sites; can remove 3' phosphoglycolate groups; go_process: DNA catabolism [goid 0006308]; go_process: DNA catabolism [goid 0006308],"Escherichia coli K12, complete genome.",NC_000913,2928987-2929832,b2798,9.919971454,10.26053087,10.07717985,10.30696601,10.0952463,10.16179104
b2799,TI83333S002703,CDS,"L-1,2-propanediol oxidoreductase",go_process: carbohydrate catabolism [goid 0016052]; go_process: glycolate metabolism [goid 0009441],"Escherichia coli K12, complete genome.",NC_000913,2929887-2931038,b2799,11.53363318,11.32162073,11.46747025,11.71927616,11.86291977,11.83040412
b2800,TI83333S002704,CDS,L-fuculose phosphate aldolase,catalyzes the formation of glycerone phosphate and (S)-lactaldehyde from L-fuculose 1-phosphate; go_process: carbohydrate catabolism [goid 0016052],"Escherichia coli K12, complete genome.",NC_000913,2931063-2931710,b2800,8.688046971,8.4479818,8.563353052,8.852575823,8.884767527,8.89225242
b2801,TI83333S002705,CDS,fucose permease,fucose transport protein (MFS family); go_component: inner membrane [goid 0019866]; go_process: carbohydrate catabolism [goid 0016052],"Escherichia coli K12, complete genome.",NC_000913,2932257-2933573,b2801,6.684328724,6.75552157,6.698763492,6.672348633,6.670100965,6.702187187
b2802,TI83333S002706,CDS,L-fucose isomerase,go_process: carbohydrate catabolism [goid 0016052],"Escherichia coli K12, complete genome.",NC_000913,2933606-2935381,b2802,8.822305803,8.899168289,8.925538727,8.782998671,8.873613721,8.838948277
b2803,TI83333S002707,CDS,L-fuculokinase,go_process: carbohydrate catabolism [goid 0016052],"Escherichia coli K12, complete genome.",NC_000913,2935460-2936908,b2803,9.807341251,9.700908961,9.798973784,9.848176377,9.9546029,10.01992667
b2804,TI83333S002708,CDS,conserved protein of fucose operon,protein of fucose operon,"Escherichia coli K12, complete genome.",NC_000913,2936910-2937332,b2804,11.2332127,10.50153718,10.2712555,11.48436554,11.43725643,11.52885749
b2805,TI83333S002709,CDS,positive regulator of the fuc operon,transcriptional activator for L-fucose utilization (DeoR family); go_component: cytoplasm [goid 0005737]; go_function: transcriptional activator activity [goid 0016563]; go_process: carbohydrate catabolism [goid 0016052]; go_process: transcription [goid 0006350],"Escherichia coli K12, complete genome.",NC_000913,2937390-2938121,b2805,11.73256236,11.23867851,11.22063949,12.21001297,11.97953533,12.06940591
b2806,TI83333S002710,CDS,putative RNA 2'-O-ribose methyltransferase,,"Escherichia coli K12, complete genome.",NC_000913,2938165-2939265,b2806,11.73085538,11.74563823,11.67893922,11.95018575,11.86645961,11.9047782
b2807,TI83333S002711,CDS,hypothetical protein,,"Escherichia coli K12, complete genome.",NC_000913,2939258-2939653,b2807,12.46367628,12.31115086,12.34227493,12.62903182,12.55513478,12.5562966
b2808,TI83333S002712,CDS,positive regulator of gcv operon,transcriptional regulator (postitive) of cleavage of glycine (LysR family); go_component: cytoplasm [goid 0005737]; go_function: transcriptional activator activity [goid 0016563]; go_function: transcriptional repressor activity [goid 0016564]; go_process: amino acid catabolism [goid 0009063]; go_process: 10-formyltetrahydrofolate biosynthesis [goid 0009257]; go_process: transcription [goid 0006350],"Escherichia coli K12, complete genome.",NC_000913,2939672-2940589,b2808,11.92564639,11.85565636,11.84982775,11.95101859,11.69850968,11.76870371
b2809,TI83333S002713,CDS,unknown CDS,EcoGene suggests alternate start codon,"Escherichia coli K12, complete genome.",NC_000913,2940940-2941170,b2809,11.77223663,11.29596625,11.3382217,11.3286731,11.07939517,11.1106341
b2810,TI83333S002714,CDS,cysteine sulfinate desulfinase,go_process: sulfur metabolism [goid 0006790]; go_process: amino acid metabolism [goid 0006520],"Escherichia coli K12, complete genome.",NC_000913,2941359-2942564,b2810,11.94031693,12.06509378,12.08151388,11.86931491,11.72076383,11.74145516
b2811,TI83333S002715,CDS,hypothetical protein,,"Escherichia coli K12, complete genome.",NC_000913,2942564-2943007,b2811,12.13187285,12.21613075,12.17160038,12.06307429,11.97345197,11.94583239
b2812,TI83333S002716,CDS,putative enzyme,"putative enzyme, NAD(P)-binding","Escherichia coli K12, complete genome.",NC_000913,2943058-2943864,b2812,13.11081291,13.09242551,13.15491866,13.31833005,13.31161206,13.33959392
b2813,TI83333S002717,CDS,membrane-bound lytic murein transglycosylase A,go_component: external outer membrane (sensu Gram-negative Bacteria) [goid 0009279]; go_process: peptidoglycan biosynthesis [goid 0009252],"Escherichia coli K12, complete genome.",NC_000913,2944103-2945200,b2813,12.14512207,12.98754364,12.84244985,12.13752451,11.94845989,11.98465847
b2817,TI83333S002718,CDS,N-acetylmuramoyl-L-alanine amidase,EcoGene suggests alternate start codon; go_process: peptidoglycan biosynthesis [goid 0009252],"Escherichia coli K12, complete genome.",NC_000913,2945779-2947122,b2817,11.76655659,11.82144764,11.49434063,12.00263673,11.68138928,11.77081033
b2818,TI83333S002719,CDS,N-acetylglutamate synthase,catalyzes the formation of N-acetyl-L-glutamate from L-glutamate and acetyl-CoA in arginine biosynthesis; go_component: cytoplasm [goid 0005737]; go_process: arginine biosynthesis [goid 0006526],"Escherichia coli K12, complete genome.",NC_000913,2947264-2948595,b2818,12.72020424,12.53399738,12.23727186,13.12735703,13.06153878,12.75376201
b2819,TI83333S002720,CDS,"DNA helicase, ATP-dependent dsDNA/ssDNA exonuclease V subunit, ssDNA endonuclease","exonuclease V, alpha chain with recC and recD: 5' and 3' nuclease, ATPase, recombinase, helicase; go_process: DNA catabolism [goid 0006308]; go_process: DNA catabolism [goid 0006308]; go_process: DNA recombination [goid 0006310]","Escherichia coli K12, complete genome.",NC_000913,2948657-2950483,b2819,11.04208839,10.8762352,10.91375205,11.32651267,11.23120529,11.24804112
b2820,TI83333S002721,CDS,"DNA helicase, ATP-dependent dsDNA/ssDNA exonuclease V subunit, ssDNA endonuclease","exonuclease V, beta chain with recC and recD: 5' and 3' nuclease, ATPase, recombinase, helicase; go_process: DNA catabolism [goid 0006308]; go_process: DNA catabolism [goid 0006308]; go_process: DNA recombination [goid 0006310]","Escherichia coli K12, complete genome.",NC_000913,2950483-2954025,b2820,11.74822555,11.92349342,12.00355062,11.48564298,11.58681028,11.45778033
b2821,TI83333S002722,CDS,protease III,,"Escherichia coli K12, complete genome.",NC_000913,2954018-2956906,b2821,11.4919774,11.49076727,11.56437208,11.50455154,11.59302034,11.5400886
b2822,TI83333S002723,CDS,"DNA helicase, ATP-dependent dsDNA/ssDNA exonuclease V subunit, ssDNA endonuclease","exonuclease V, gamma chain with recB and recD: 5' and 3' nuclease, ATPase, recombinase, helicase; go_process: DNA catabolism [goid 0006308]; go_process: DNA catabolism [goid 0006308]; go_process: DNA recombination [goid 0006310]","Escherichia coli K12, complete genome.",NC_000913,2957082-2960450,b2822,11.74411466,11.69280562,11.78939247,11.82671266,11.83672989,11.97969509
b2823,TI83333S002724,CDS,prepilin peptidase dependent protein C,"prepilin peptidase-dependent protein C, possibly in type IV pilin biogenesis; go_component: fimbria [goid 0009289]; go_process: glycoprotein biosynthesis [goid 0009101]","Escherichia coli K12, complete genome.",NC_000913,2960463-2960786,b2823,9.478475182,9.729924982,9.704730089,9.599804092,9.606232609,9.566293565
b2824,TI83333S002725,CDS,hypothetical protein,EcoGene suggests alternate start codon,"Escherichia coli K12, complete genome.",NC_000913,2960771-2961136,b2824,8.60191491,8.908846576,8.883778938,8.775450517,8.771723497,8.716630522
b2825,TI83333S002726,CDS,prepilin peptidase dependent protein B,"prepilin peptidase-dependent protein B, possibly in type IV pilin biogenesis; go_component: fimbria [goid 0009289]; go_process: glycoprotein biosynthesis [goid 0009101]","Escherichia coli K12, complete genome.",NC_000913,2961175-2961738,b2825,11.0191037,10.96287887,11.05954147,11.18799692,11.34099435,11.28089269
b2826,TI83333S002727,CDS,prepilin peptidase dependent protein A,"prepilin peptidase-dependent protein A, possibly in type IV pilin biogenesis; go_component: fimbria [goid 0009289]; go_process: glycoprotein biosynthesis [goid 0009101]","Escherichia coli K12, complete genome.",NC_000913,2961729-2962199,b2826,10.32377323,10.26631027,10.43759229,10.39217871,10.61588605,10.59457413
b2827,TI83333S002728,CDS,thymidylate synthase,"catalyzes the formation of dihydrofolate from 5,10-methylenetetrahydrofolate; go_component: cytoplasm [goid 0005737]; go_process: nucleobase, nucleoside and nucleotide interconversion [goid 0015949]; go_process: 10-formyltetrahydrofolate biosynthesis [goid 0009257]","Escherichia coli K12, complete genome.",NC_000913,2962383-2963177,b2827,12.7870026,13.31978761,13.353929,12.66671692,12.64589063,12.68159222
b2828,TI83333S002729,CDS,prolipoprotein diacylglyceryl transferase,transfers the N-acyl diglyceride moiety to the prostepctive N-terminalcysteine in prolipoprotein; go_component: inner membrane [goid 0019866]; go_process: phospholipid biosynthesis [goid 0008654]; go_process: protein modification [goid 0006464],"Escherichia coli K12, complete genome.",NC_000913,2963184-2964059,b2828,13.28194468,13.6488766,13.66004846,13.2880797,13.19677012,13.27373732
b2829,TI83333S002730,CDS,"PTS family enzyme I, transcriptional regulator (with NPR and NTR proteins)","PTS system, enzyme I, transcriptional regulator (with NPR and NTR proteins); go_process: carbohydrate catabolism [goid 0016052]","Escherichia coli K12, complete genome.",NC_000913,2964210-2966456,b2829,12.97772748,13.01341425,13.09140413,13.17404555,13.18207301,13.26885681
b2830,TI83333S002731,CDS,dinucleoside polyphosphate hydrolase,Hydrolyzes diadenosine polyphosphate,"Escherichia coli K12, complete genome.",NC_000913,2966469-2966999,b2830,14.90080115,14.65378207,14.71922842,14.83491451,14.77253863,14.88610928
b2831,TI83333S002732,CDS,DNA mismatch repair protein,MutH; Sequence-specific endonuclease that cleaves unmethylated GATC sequences during DNA repair; go_component: cytoplasm [goid 0005737]; go_process: DNA repair [goid 0006281],"Escherichia coli K12, complete genome.",NC_000913,2967684-2968373,b2831,10.86838383,10.81794005,10.82734727,11.08878246,11.15014471,11.0325802
